GM_CODE;GM_NAAM;H2O;OAD;STED;BEV_DICHTH;AANT_INW;AANT_MAN;AANT_VROUW;P_00_14_JR;P_15_24_JR;P_25_44_JR;P_45_64_JR;P_65_EO_JR;P_ONGEHUWD;P_GEHUWD;P_GESCHEID;P_VERWEDUW;GEBOO_TOT;P_GEBOO;STERFT_TOT;P_STERFT;AANTAL_HH;P_EENP_HH;P_HH_Z_K;P_HH_M_K;GEM_HH_GR;P_WEST_AL;P_N_W_AL;P_MAROKKO;P_ANT_ARU;P_SURINAM;P_TURKIJE;P_OVER_NW;A_BED_A;A_BED_BF;A_BED_GI;A_BED_HJ;A_BED_KL;A_BED_MN;A_BED_RU;A_BEDV;WONINGEN;WOZ;P_1GEZW;P_MGEZW;P_BEWNDW;P_KOOPWON;P_HUURWON;P_HUURCORP;P_HUUROVVH;P_HUKO_ONB;P_WONT2000;P_WONV2000;P_LEEGSW;G_GAS_TOT;G_GAS_APP;G_GAS_TUS;G_GAS_HOEK;G_GAS_21K;G_GAS_VRY;G_GAS_HU;G_GAS_KO;G_ELEK_TOT;G_ELEK_APP;G_ELEK_TUS;G_ELEK_HOE;G_ELEK_21K;G_ELEK_VRY;G_ELE_HU;G_ELE_KO;AO_UIT_TOT;WW_UIT_TOT;WWB_UITTOT;A_SOZ_OW;AUTO_TOT;AUTO_HH;AUTO_LAND;MOTOR_2W;A_BST_B;A_BST_NB;OPP_TOT;OPP_LAND;OPP_WATER;AF_ARTSPR;AV1_ARTSPR;AV3_ARTSPR;AV5_ARTSPR;AF_ARTSPO;AF_APOTH;AF_ZIEK_I;AV5_ZIEK_I;AV10ZIEK_I;AV20ZIEK_I;AF_ZIEK_E;AV5_ZIEK_E;AV10ZIEK_E;AV20ZIEK_E;AF_SUPERM;AV1_SUPERM;AV3_SUPERM;AV5_SUPERM;AF_DAGLMD;AV1_DAGLMD;AV3_DAGLMD;AV5_DAGLMD;AF_WARENH;AV5_WARENH;AV10WARENH;AV20WARENH;AF_CAFE;AV1_CAFE;AV3_CAFE;AV5_CAFE;AF_CAFTAR;AV1_CAFTAR;AV3_CAFTAR;AV5_CAFTAR;AF_RESTAU;AV1_RESTAU;AV3_RESTAU;AV5_RESTAU;AF_HOTEL;AV5_HOTEL;AV10_HOTEL;AV20_HOTEL;AF_KDV;AV1_KDV;AV3_KDV;AV5_KDV;AF_BSO;AV1_BSO;AV3_BSO;AV5_BSO;AF_ONDBAS;AV1_ONDBAS;AV3_ONDBAS;AV5_ONDBAS;AF_ONDVRT;AV3_ONDVRT;AV5_ONDVRT;AV10ONDVRT;AF_ONDVMB;AV3_ONDVMB;AV5_ONDVMB;AV10ONDVMB;AF_ONDHV;AV3_ONDHV;AV5_ONDHV;AV10_ONDHV;AF_BRANDW;AF_OPRITH;AF_TREINST;AF_OVERST;AF_ZWEMB;AF_IJSBAAN;AF_BIBLIO;AF_POP;AF_BIOS;AV5_BIOS;AV10_BIOS;AV20_BIOS;AF_SAUNA;AF_ZONBNK;AF_ATTRAC;AV10ATTRAC;AV20ATTRAC;AV50ATTRAC;AF_PODIUM;AV5_PODIUM;AV10PODIUM;AV20PODIUM;AF_MUSEUM;AV5_MUSEUM;AV10MUSEUM;AV20MUSEUM;JRSTATCODE;JAAR
GM0010;Delfzijl;JA;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999.0;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999.0;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;2020GM0010;2020
GM0034;Almere;JA;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999.0;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999.0;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;2020GM0034;2020
GM0050;Zeewolde;JA;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999.0;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999.0;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;2020GM0050;2020
GM0060;Ameland;JA;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999.0;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999.0;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;2020GM0060;2020
GM0072;Harlingen;JA;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999.0;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999.0;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;2020GM0072;2020
GM0088;Schiermonnikoog;JA;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999.0;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999.0;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;2020GM0088;2020
GM0093;Terschelling;JA;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999.0;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999.0;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;2020GM0093;2020
GM0096;Vlieland;JA;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999.0;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999.0;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;2020GM0096;2020
GM0166;Kampen;JA;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999.0;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999.0;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;2020GM0166;2020
GM0171;Noordoostpolder;JA;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999.0;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999.0;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;2020GM0171;2020
GM0184;Urk;JA;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999.0;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999.0;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;-99999999.0;2020GM0184;2020
